id,score
862,0.3637978925824142
8844,0.29776410996993796
11862,0.19872758715499253
949,0.35678159395064724
11860,0.22435429753002442
9091,0.18360282648244597
710,0.2716618667055616
9087,0.24463990899443178
12110,0.1956828135117106
21032,0.2976345738995079
1408,0.1972534817787499
524,0.35391592389909654
4584,0.3009548668694806
5,0.25528716563759307
9273,0.22842216338948979
11517,0.1794072975762036
8012,0.24911758607292409
1710,0.2494437334092302
9691,0.22235002656581762
12665,0.23601878595459488
451,0.2940076197927731
902,0.3236327270068302
9909,0.24407405034677357
63,0.32945799044890023
9598,0.22745993732047784
687,0.30288191452104546
33689,0.22039488600816448
9603,0.2864174735928627
9312,0.1819195948372239
577,0.25959337486051787
807,0.38989436510961745
10530,0.2779922823013441
629,0.38634060750907984
11448,0.26262904533930087
11010,0.31257893590891433
11359,0.21194553364502328
2054,0.25971030931637656
10607,0.23227042112339358
9536,0.1288442166190688
10634,0.29533183861279577
755,0.29503943678555056
9102,0.22607672201991122
13997,0.21503292946931185
2086,0.22093033554771024
12158,0.13646740199712107
9283,0.2395446529075737
9208,0.206702121154425
406,0.3579670139052151
13685,0.2678731246878259
9614,0.2574765916229475
688,0.30351220120124156
197,0.3616586137350878
103,0.38319776804048317
33542,0.25328530263533366
11066,0.17984212295520427
11104,0.33496425008803726
27793,0.12961880673129142
9101,0.18951001200405987
11000,0.26165588237354653
9737,0.25930733336086953
10474,0.30035390563289055
568,0.3279401959193195
11780,0.24570981382097362
414,0.16894166212585907
649,0.2925786174931392
8839,0.2261846247335629
10329,0.1550749902027471
8963,0.28876980857082174
8068,0.276492357667516
1572,0.29541652817376995
6520,0.21970522182120403
9073,0.18665572795375482
10428,0.23991751927117363
9886,0.1897594093541115
9482,0.17852663752128067
9344,0.2654509402933561
2293,0.2727400083390612
9070,0.1687846041384344
1642,0.19814796665003143
11472,0.1871928635761634
11980,0.23913139747900683
10533,0.1860449392154841
10802,0.1586645457660146
10149,0.27368352955709824
9348,0.19155000280650117
281,0.27429661172645375
5967,0.2985257640027479
36834,0.23555366945129172
9090,0.22904336267356362
3512,0.19186509985384556
9560,0.2464712173267403
9804,0.22345246374388444
76,0.3460028350740004
11017,0.2315020187083406
2292,0.32198634713200847
1909,0.2331995219351425
8984,0.21492030229877623
11929,0.2785663399157747
8467,0.2601036125054327
522,0.31479915028019934
397,0.22895921282231407
15789,0.26824812440614826
1024,0.277617722748022
11777,0.20504527112962212
628,0.3130339515243247
6280,0.13113863332127296
9061,0.21528742381149626
11,0.41605683047608466
9587,0.2802132914916513
19101,0.30106602627496315
4476,0.3083180961592276
11008,0.22264955733330882
3036,0.23100352794372103
10510,0.23810188841907715
8438,0.26616003615786915
1945,0.21729795822629672
241,0.28844663491918376
527,0.29035205416917886
6950,0.25335948703057454
101,0.3989509648537055
680,0.5395711316252315
11450,0.2867745043395945
12106,0.23220637667604535
110,0.3295845021246313
108,0.32920529885333705
109,0.29477209945810595
22586,0.24977881157984455
2636,0.18848164089964095
2164,0.2836903853650047
11395,0.241936637807495
278,0.4565939419692719
9905,0.2801188415581544
20306,0.24608869455450375
9067,0.18655546510405321
193,0.24664147319886756
12122,0.19087456663148486
11381,0.274711541291926
1587,0.3304201669670773
9271,0.17790836688262998
2064,0.25982267926730296
236,0.2555629989196787
3049,0.2541387419075677
2759,0.2862109854058301
10497,0.2695069843125322
11382,0.26601849015241624
9331,0.2450647736599796
10731,0.2515187801890769
9495,0.32230513218823365
888,0.1585948846516257
13,0.43050035881503823
712,0.2631457016070371
10660,0.22444732982719132
10714,0.21093914396077423
8587,0.3857881330818833
11596,0.2458483126282576
854,0.27260408878574527
9359,0.2681959054169039
36593,0.25008804342219887
2788,0.24375590061574604
11011,0.17732384036152973
8987,0.22562988736590753
1637,0.28307745494028175
8831,0.18696227134906168
36955,0.28231050652508166
10395,0.2235733798426379
12160,0.24809275039535836
11667,0.10059885233392227
8011,0.1345346478954009
2654,0.2898181010612053
2758,0.2646154924015114
10436,0.27398478091588213
13595,0.20368843488085628
306,0.1897026184761485
178,0.2197207470324077
4722,0.20112255721825775
1607,0.31187176113486004
6075,0.3415629193256886
11310,0.15787323534272102
9350,0.22895544304578658
9612,0.1461024882602723
2124,0.18887618082165933
11566,0.24095860337366976
9571,0.31566964212136134
9739,0.2534969936755327
37233,0.2625876694970639
1634,0.21702384250903667
5503,0.3100617505976549
2019,0.2232456282872701
9255,0.23899451245180395
2259,0.2557913155287086
11934,0.28750441374147573
9386,0.27736344250854944
7984,0.32375376612038964
329,0.3418904028926294
10909,0.24747170941200944
507,0.21514770134402947
9593,0.22896963441967372
2246,0.20991779935670993
10502,0.22256335740461633
10440,0.28047690333426495
9516,0.2834282513266774
2320,0.21059414015959188
5879,0.24036032792518477
11971,0.28871265345759584
788,0.2977459816083833
21450,0.2900396004248855
11231,0.14641795988738754
9559,0.2984740713780243
9800,0.34135510671699615
713,0.28787583297494557
1245,0.3126666386675059
7007,0.20243851155987075
5550,0.10257496571133153
8005,0.25758702959179675
10412,0.24322895618255888
14534,0.28502077434534434
424,0.42973754404700437
11236,0.2834814046142646
11592,0.23361456281078335
8850,0.18132523133668849
695,0.26485968597646364
858,0.2573640284515221
867,0.1570257416315219
78,0.45950273791792495
10442,0.2197908951549598
11074,0.18605189518529144
9607,0.09233346792340923
9479,0.3496880616350775
10057,0.2273112248017388
11969,0.32124856150523046
319,0.3362827720106421
15139,0.22704272872300996
11446,0.25523338771706183
11655,0.23508004780087854
10897,0.23364128719610838
771,0.29467352446653483
251,0.2907977260365072
812,0.33467555945167804
280,0.36420359904413624
581,0.3398707742547456
268,0.30715922428621645
274,0.3739225821685903
408,0.2965151369113359
10020,0.34953581293191993
10895,0.2933424509676929
114,0.3004181552300178
576,0.32927540676913175
7300,0.22002984986586402
275,0.3513298934300274
25059,0.2202635053832035
11827,0.23155924551620619
8766,0.15333386751388922
10112,0.30271166632936347
1592,0.32030920967118426
11479,0.21127950964186204
10684,0.23365039078431468
954,0.28186326048759996
8840,0.2645390056071232
10539,0.23782222821234866
10543,0.21984464564529363
11902,0.305510075857852
2300,0.2607416021371042
8069,0.20504565113998896
9103,0.210454404664459
12233,0.17440011862912436
922,0.21898971530852052
11687,0.18605082806536447
9304,0.2008331999580641
9100,0.1845699861804409
9802,0.19833738092310058
21588,0.22603177175563247
664,0.10390401086589428
